date_time,FID,uuid,gps_lat,gps_lon,gps_alt,url
2017-10-13 13:05:39,12877,2503270a13156b960939ad423d4388ad53af7333,18.0056166667,-66.5803533333,294.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0002_5691ee5f-d422-48eb-afb9-f2b70fd0de5c.jpg
2017-10-13 13:05:42,15814,2f956e99ade5395c494da3c1b5b8a175bcdd0e3f,18.00543,-66.5790683333,284.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0003_43058503-bac4-4655-971b-66374c69d2a7.jpg
2017-10-13 13:05:44,39272,15fc4f2142c4355aef9bfbedbfdd9e99aa068e46,18.00531,-66.57823,282.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0004_34191577-30cf-40c1-a6b0-d3d84796316d.jpg
2017-10-13 13:05:46,36423,fce709f4b8f07f2d82377beac75665ef8a9a64de,18.0051933333,-66.5774083333,279.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0005_5437d69a-81a7-4c87-a54c-a47a62e02533.jpg
2017-10-13 13:05:49,42131,bc865150138500e26a07f79db79c846a54b0c133,18.0050016667,-66.57618000000001,274.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0006_c4295777-fab7-43be-8f1a-2b1c402d0b40.jpg
2017-10-13 13:08:22,24667,8ad604788a0403db40e5db2ce381d9121f1a593a,18.007625,-66.5472166667,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0043_a985eebe-6334-4916-848b-e236a9778b64.jpg
2017-10-13 13:08:26,4131,3c3a9a1ac97414c830d6f22ce115631a93b6fccd,18.0091816667,-66.54838000000001,337.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0044_6957aa48-6337-4fbb-8500-77766f808d6d.jpg
2017-10-13 13:08:29,30534,14edefc6b6fe6ee64baf906a2da03943f986b42a,18.0101766667,-66.5494783333,333.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0045_8e95875b-6f02-473a-a0bb-11976e012f4f.jpg
2017-10-13 13:08:32,24668,ca56049a2304d7cade2e6ecb69cf00a856c5b01b,18.0110016667,-66.5507233333,330.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0046_a39c8a9e-0116-4abf-b1cf-b0869f5df354.jpg
2017-10-13 13:08:37,18820,8537eda12f7621ffceb6d27901d6df7cd084b708,18.0123483333,-66.5528233333,325.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0047_be0c4da1-65c9-4571-bb95-fb5b3b6cde40.jpg
2017-10-13 13:08:39,21660,fe8f986ac089761b8c849ba990e77f0d38c978be,18.0129033333,-66.55367,321.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0048_cb9e45b0-8ea4-468f-ad3f-a58ad87ddbae.jpg
2017-10-13 13:08:40,27538,fb143118ad744611125f2f2702ba683ced6539ac,18.0131816667,-66.554085,322.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0049_a84e9bb7-d2c1-4758-a346-cf1be0341327.jpg
2017-10-13 13:08:41,18821,8d5926e56eb477727542e061fd47cc30649fe5a8,18.0134633333,-66.5545,320.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0050_2fa0a580-0019-41da-8029-6238cbee6fab.jpg
2017-10-13 13:08:43,18822,18c54dc0ba96c32396bb89f1c00d76a7c1a07fad,18.0140366667,-66.55533,318.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0051_37983b19-3af5-496c-ab4f-102850703ae9.jpg
2017-10-13 13:08:44,33446,fade3b3b0ff16754e34af77f7e7d7541854b3d47,18.014325,-66.5557366667,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0052_d70ac083-c7f8-4983-8ff6-3c2b9fcca833.jpg
2017-10-13 13:08:45,33447,8a3665ea61415ea5731e890d3b6717ae2a77c2a5,18.014613333299998,-66.5561433333,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0053_66171c3b-411d-404c-bea4-1b5a4668e53b.jpg
2017-10-13 13:08:46,24683,ec030bc07878325ba40c6cd1fd63687757874353,18.014901666700002,-66.5565583333,315.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0054_7dd9ffb2-4383-433e-bb2f-134052e99faf.jpg
2017-10-13 13:08:47,12887,add61dd9f506a616c088fcf1bc22497715bcf23a,18.0154816667,-66.5573716667,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0055_f08bd39e-fde4-4fc3-9006-4ba2c8053cc7.jpg
2017-10-13 13:08:49,7055,9ea8015050f5621a11ebe42c4ced7ae339cd11e7,18.0157733333,-66.55778000000001,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0056_448dba6f-ebcd-40aa-998a-dd3a20ae545f.jpg
2017-10-13 13:08:50,18835,c05d876d139d3ba565adace04ad60bf52727913d,18.0160633333,-66.558195,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0057_4b1d28b0-4ff6-4a77-b8d3-845afeab128b.jpg
2017-10-13 13:08:51,44985,f8afeca53480463d83be6127e0d0cd55c61bdf58,18.01664,-66.5590083333,315.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0058_c2a1f8cc-6e48-4cb4-b52f-272f888d57d7.jpg
2017-10-13 13:08:53,44986,eb3bca30f1ded0e5ffa76c8f16f85472695a4ae1,18.01693,-66.559415,315.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0059_60dfba4d-9713-40ec-a56d-058a4b398f56.jpg
2017-10-13 13:08:54,9975,26ea3369a7acb93481abddcdb41da802921941e5,18.0172183333,-66.5598216667,315.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0060_5c634413-bc8d-4dca-a5f4-1797f1fa2dbe.jpg
2017-10-13 13:08:55,33448,112bd7576b747bfe561101dcf82a75ef56c59e9b,18.0175033333,-66.56022,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0061_01549196-3a9c-4590-a4dd-2f0267aff2a7.jpg
2017-10-13 13:08:56,39291,112707990513f400c3e631ba3027aae6ab499a3f,18.017789999999998,-66.56062,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0062_2bbf3178-070c-416b-bc6f-0b386bd9557b.jpg
2017-10-13 13:08:57,24684,eafdaa8cf74bcee1dba8f8089521ddddbf1c5c44,18.0180766667,-66.56101,316.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0063_2bbd10b6-3b23-48fc-9fc9-e6455b54a33d.jpg
2017-10-13 13:08:58,33449,63a14c69c9b5038c8d56a0e4fc4e5a802d6e9743,18.0186566667,-66.5617833333,317.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0064_c8d4ec3c-f843-4e9d-8a7f-c6491179f7c2.jpg
2017-10-13 13:09:00,4140,4ed7108ed5887954307dc9992988af223d159fe6,18.0189483333,-66.56216500000001,319.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0065_dde01bea-f43e-4969-840c-fd5b0538336f.jpg
2017-10-13 13:09:01,1151,0c019d8f719a684d3a04db8cd5817cb2eb463768,18.0192416667,-66.56254,318.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0066_3b2cc4ea-1e9f-4869-9662-fb48fe430e52.jpg
2017-10-13 13:09:02,30546,b975fc803ce74a1727f031f17bcf85fdab323aa4,18.01954,-66.5628983333,318.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0067_d34b2be2-d34c-474f-bb55-e44a02584dab.jpg
2017-10-13 13:09:03,30547,10ff7571e4382508673adf3856428a0852aee422,18.0198483333,-66.563265,318.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0068_41a5f2e6-3852-4272-89df-fbc2cc4e6773.jpg
2017-10-13 13:09:10,30548,a0fe288fe6a278e29a97585736f9088dffc745ff,18.022411666700002,-66.5661133333,310.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0071_0237096b-98db-4353-ba55-4c36c3f61264.jpg
2017-10-13 13:09:43,27552,cafc25d8023ed3ea4e69de1d33f4f75e667d54d4,18.0200433333,-66.5795316667,292.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0072_821b51ce-43ff-4b52-ad93-030f7674dd6f.jpg
2017-10-13 13:09:45,12888,990a6d19c226de25c56ed9420ac7492fbf9430be,18.0187816667,-66.5803616667,291.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0073_97ce5516-51e8-48b8-8794-858113faf0d8.jpg
2017-10-13 13:09:47,24685,b0de9c08d248102afcd77ce514a11f554872efb8,18.0183683333,-66.5806383333,291.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0074_affb4b20-4132-4a33-a643-0be0a975c263.jpg
2017-10-13 13:09:49,7056,9e00a48a7073534c8500bcb1bf338cc1cc5ab6d5,18.0175383333,-66.58119166670001,290.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0075_b4c73880-bdd7-4203-a07c-e66cd73ec6d0.jpg
2017-10-13 13:09:51,9976,0d0f1b56c8c1cdcbc2e76364f42db713f19ad2ce,18.0167,-66.58173000000001,290.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0076_a5e60712-2486-4ed0-b899-906af99acff9.jpg
2017-10-13 13:09:52,30549,3e4e92f87a9c77ac590f9e4e44e5c1e9e1b3a064,18.0162916667,-66.58199833329999,291.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0077_b8e55fea-4d7b-454d-9807-8cc2e2717ceb.jpg
2017-10-13 13:09:53,27553,8605153ac73dd2afcf61fab1bfcdc8237ca84e90,18.0154816667,-66.5825433333,292.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0078_e58691bf-5080-47b9-afe6-abb1c9334dd3.jpg
2017-10-13 13:09:55,33450,7b9d1b0ed73f3c439b4d73b157fda7c5a767ce4a,18.0150783333,-66.5828116667,292.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0079_ad180d43-88b1-4895-9594-ca9750d9f4d0.jpg
2017-10-13 13:09:56,21673,507b8db78b75c9b03f5dfb4477d8c0794beef770,18.014276666700002,-66.58334,293.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0080_80ca1c1a-2e2f-4373-94a3-fc39f1af2f6b.jpg
2017-10-13 13:10:18,27554,5ae4ec1bf55e567c40766e3c29d77bb4387a5e5e,18.0061433333,-66.5814766667,285.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0081_e3bff85a-7d6d-40e9-a991-2ccb7b7fb61e.jpg
2017-10-13 13:10:21,44987,fbe388fbc2e6bc732b1254ef90abd9b7c9879016,18.005465,-66.58024,277.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0082_5853a4bc-1fa4-408c-8088-269894b758a2.jpg
2017-10-13 13:10:23,21674,f2d0df15f6ed41c2ed5d0206d34dd146654fd390,18.0050566667,-66.57937,272.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0083_8e26ffe7-25f4-4035-9a56-d26d196b06d5.jpg
2017-10-13 13:12:16,12921,803054e7796388b661e6dc1e77d33c3a9e7441bf,18.005748333299998,-66.5422433333,338.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0142_2a9a0ffd-30e1-49c9-b6c0-47543d58254a.jpg
2017-10-13 13:12:17,18862,e1c8fbcba3e2f05778ff3009c8e74a5171c15765,18.006195000000005,-66.5422033333,339.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0143_a5cc4bff-8cae-4e6b-a552-4b1d51d7f238.jpg
2017-10-13 13:12:19,45018,39fa567bc3917d79a957202ad0d5493d320fb24e,18.0070833333,-66.5421216667,340.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0144_bd92f036-f220-43d7-8323-aadb23ac3159.jpg
2017-10-13 13:12:38,1165,752d7fcfebebd26fded720351b4a3c7bcf270c91,18.0137933333,-66.5464266667,328.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0145_72edce03-fd86-47dc-a3cd-f568e7123203.jpg
2017-10-13 13:12:39,36450,261992d18a23345c14b8fae72b7899b8f61f2cc8,18.0140716667,-66.5475016667,327.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0146_e694a5ae-6fe8-414c-89a7-da9a263f2a63.jpg
2017-10-13 13:12:40,1166,8370e07b704db76acce1f7c1d49513aac5ce08ae,18.014198333299998,-66.5480383333,327.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0147_d065ecdc-a402-49fb-9afa-a5f5d8af62df.jpg
2017-10-13 13:12:41,12922,b89ee0db2fbeb7c267ed819906cd6f5fdba7fd12,18.014329999999998,-66.5485833333,327.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0148_cf707652-0441-4710-915b-47b8c4829436.jpg
2017-10-13 13:12:43,1167,6a3db5ec8cd3fa088a0f0623f0ad5554021418f6,18.014454999999998,-66.5491283333,327.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0149_a4ceea65-f2cd-4e0a-a131-a84c793d5783.jpg
2017-10-13 13:12:44,27579,4b66ee9b2cda6c32af2460f3222efce2279f5945,18.01458,-66.5496566667,326.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0150_f9ff793c-5f13-4d9c-978a-0cd6c9b79995.jpg
2017-10-13 13:12:45,1168,6a42eff56d67bd8665b6f022ee982444046af9f6,18.014703333299998,-66.5502033333,326.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0151_94826e82-c58f-4bf1-bb70-a07824449863.jpg
2017-10-13 13:12:46,9993,edf56304921d7016bb0038de50f4e8c266dd6287,18.014960000000002,-66.5512533333,326.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0152_1feb92e2-e79b-4f22-b009-53cc94d73506.jpg
2017-10-13 13:12:48,7076,602e2e87364ec6f3841f65c4b6bedf79fc961eb8,18.0150866667,-66.55179,327.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0153_b1275c1e-858c-4804-a93d-3f3edf20276e.jpg
2017-10-13 13:12:49,4167,5a41007e18c35a8603b1e9862e4b6a2a57b1d33f,18.01521,-66.5523266667,328.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0154_f170a482-5cc6-4e5f-b0ea-f7ed5d9201e2.jpg
2017-10-13 13:12:50,4168,8e84b1f034a092fd00da00853c08a81b9e920291,18.015335,-66.5528633333,328.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0155_334b2a6d-95fe-4f04-9314-5873fa02de34.jpg
2017-10-13 13:12:51,21708,30c4a2e23b451d001590bac4c0b464d4532219b1,18.0155916667,-66.5539216667,329.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0156_4bd995d7-8f05-4856-9f58-5c42266857b4.jpg
2017-10-13 13:12:53,36451,cbea200c23233cb8b34037ef9728280dd713c53a,18.0157233333,-66.5544583333,331.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0157_395f09cb-da1c-440f-be94-a3071098eff4.jpg
2017-10-13 13:12:54,39321,7e3062f7f211e75c40b67e04183b53977f3d4fa1,18.0158566667,-66.5549883333,331.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0158_25a3f917-7080-41f1-8d8f-6d781ecd862b.jpg
2017-10-13 13:12:56,9994,a14cde6f116df8b6955d392d70cda21065330a23,18.0161383333,-66.55603,332.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0159_743bedb6-4963-466f-8583-778c9b103ac5.jpg
2017-10-13 13:12:57,36452,021280f48e30f15d289b3ba85bdbaa9e127bc430,18.0162816667,-66.55655,333.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0160_c0a4c04f-5fc9-4f38-a0ed-4a9f553d3459.jpg
2017-10-13 13:12:58,9995,979b125ce454fb46826d1aad38d51fa6ab80a4b1,18.0165616667,-66.5576,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0161_7765689c-98d5-4428-a501-be47c3748248.jpg
2017-10-13 13:13:00,15855,a6e27db1c3d6afbd91c61c127bd52e4e6ab04f90,18.0167066667,-66.5581216667,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0162_51a17527-7940-4b9f-bdf0-feed97ccd207.jpg
2017-10-13 13:13:01,27580,76ee207dfca7bb4799393744eee9afa0375448bc,18.016855,-66.55865,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0163_c6b204db-f1b4-4f93-bc83-ab3508ce5cfb.jpg
2017-10-13 13:13:02,12923,ed69fb1d727491d6b37e14b5ad51f3473460c371,18.017006666700002,-66.5591633333,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0164_654bcbad-f1d7-412f-b228-4bf5b0dd7060.jpg
2017-10-13 13:13:03,24716,849fe40c39d29436defd4b339888b80f9bb967f4,18.01716,-66.559675,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0165_168e3015-607a-457c-9b64-6e975680e54e.jpg
2017-10-13 13:13:04,4169,7997efcb15a70d21c4c8c5e51480d0533258d0f3,18.0173216667,-66.5601883333,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0166_3508e7d1-fd61-40f1-ac03-1b23391a116e.jpg
2017-10-13 13:13:05,36453,d9a6adaff8437c22b8410b90fa9454b2bd964a47,18.017485,-66.5606766667,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0167_7de4545a-f3f4-4ba2-8b94-9c0754048c93.jpg
2017-10-13 13:13:07,45019,d11dd61936935b5a1393ed1ba9b3fe802c4472bb,18.0178,-66.5616766667,338.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0168_0447d76d-95a9-45e6-bdc1-824ac41ee3a5.jpg
2017-10-13 13:13:08,33479,77b0adfb9229e48969bd4db9496a44a6527ccc05,18.0179516667,-66.5621733333,338.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0169_ef883e9c-00d0-471c-803c-1cbb195b3249.jpg
2017-10-13 13:13:09,21716,e2072db361210f2ff95540cf71e1507e477da6e9,18.0180966667,-66.5626783333,337.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0170_d53d8f8a-d269-4613-9f07-bd05603e2644.jpg
2017-10-13 13:13:10,36469,3be239914ff92864eeceb0fa8c62207930c52a67,18.0182416667,-66.5631833333,338.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0171_b749b798-4d1b-4192-ac9d-39f2e21ff6e5.jpg
2017-10-13 13:13:11,39330,b8a46206bd00a3061660f6773fe9d8a40446d0e7,18.018385000000002,-66.56368666670001,339.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0172_336185e1-6d2e-49f3-8124-d92f412213fd.jpg
2017-10-13 13:13:12,7090,f2b6d4ca3774b02a970ff163392948b8095da68b,18.018675,-66.5646966667,339.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0173_2942bd28-4bad-4f55-9f45-fc887a39dc31.jpg
2017-10-13 13:13:14,24727,ffd2cbbe40694cfafb1c8e0569a22171bcf1cc08,18.01882,-66.5652016667,337.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0174_acb7f8d1-bad4-473f-b094-92308e70c921.jpg
2017-10-13 13:13:15,45029,1bb750cb63db5aead14aeb17f473d83970f139db,18.0189616667,-66.5657133333,337.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0175_55e8742e-23fa-4dea-9c67-f8617f7d003f.jpg
2017-10-13 13:13:16,12936,1556f65188e4dc3760dd344ffc2f67ab1507a74c,18.0191033333,-66.5662183333,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0176_c00ca96a-7413-4e6a-b1b7-d0759f69babc.jpg
2017-10-13 13:13:20,39331,fd9fa3e9bf1833546caf1d839c9fc752ed043823,18.0196533333,-66.5682616667,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0179_d452436c-2aa6-4cfd-bda7-d82a3f692d82.jpg
2017-10-13 13:13:21,33488,d677ec4dd761b95a170ec4d0280f220c26161a9e,18.019795000000002,-66.5687733333,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0180_21e6e73a-9bec-4696-bb0a-4b64df3f7415.jpg
2017-10-13 13:13:22,45030,f72ed8416f7c319d013cd18dbe8061fc463c3a3d,18.019935,-66.5692866667,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0181_16ed000a-9241-4d68-bdb8-cb06bd71948e.jpg
2017-10-13 13:13:23,7091,b51af8b925a10592dc722f151c9a5db9b704c289,18.0200766667,-66.5697983333,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0182_6028abc2-16b9-445e-9935-679696500448.jpg
2017-10-13 13:13:24,45031,1ed7b9f9e45355052bd28158bf48593281cb9be3,18.0202233333,-66.57031166670001,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0183_97deede4-0cdf-4e18-81c1-593f4102b360.jpg
2017-10-13 13:13:25,39332,a9aa1943828d91ca7f21889cc5c00335b2bd1db8,18.0203716667,-66.570825,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0184_be46f3e2-14aa-418c-9c25-3b848a901b7d.jpg
2017-10-13 13:13:26,45032,b7f8b9eda9d5bcdeb2426b1c4ceafa6877a51fab,18.020676666700002,-66.57185,336.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0185_a4526902-d8b9-4538-91b2-c5ec99dacbde.jpg
2017-10-13 13:13:28,36470,1b88734a2673be4c9cfeccd375d10e699d3860cf,18.02083,-66.5723633333,337.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0186_87ea89f8-8cc0-49e5-9850-4386636505dd.jpg
2017-10-13 13:13:29,15873,8a1f5537818c2e42eba72a3e42387af777f9890a,18.0209816667,-66.572875,337.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0187_40b68842-4820-42bf-be50-3de208ae8e9a.jpg
2017-10-13 13:13:30,12937,36f671804309424b07d4b2445c862955cd5a3347,18.02113,-66.5733883333,338.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0188_d200b810-8cdd-4b75-91d6-b092d56d5a3a.jpg
2017-10-13 13:13:31,42189,6d30f711f0f86864d8026d14b24bdc736eac6cbc,18.0212766667,-66.5738916667,338.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0189_d0d9fd18-b633-4548-bd96-d11e9c2fd64e.jpg
2017-10-13 13:13:32,33489,ef30339b0044a8c2122204f3dd7e285dec32dada,18.021416666700002,-66.574405,340.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0190_3fca0d26-5d4c-4f25-95c7-1e8403414d4a.jpg
2017-10-13 13:13:33,10005,c013c9334eba3a764784c682b2407d6c0ab496f5,18.0216816667,-66.57543000000001,340.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0191_a366981f-2bd6-4d84-b52b-999449b2f857.jpg
2017-10-13 13:14:19,33490,d765023b475d0c2e48114b9876c6df24da87e158,18.01191,-66.5796783333,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0192_46a911d0-7def-4b95-b9ab-ffc0104da301.jpg
2017-10-13 13:14:21,12938,7afefdc321f9acf54fef6b41f62525257af0f24d,18.0115316667,-66.5787016667,335.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0193_4cbfea24-6e9c-4449-81fc-27a97f422ef6.jpg
2017-10-13 13:14:23,21717,7ca41901fb164cf2a4d2efde0555670eb9bc55f9,18.011143333300005,-66.5777583333,334.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0194_1150ca71-9d39-41c3-b5ce-b958fdcae06f.jpg
2017-10-13 13:14:24,27594,b298fb01360226f415eb312dde24b6b367cd3665,18.0109416667,-66.57729499999999,334.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0195_3e0a6da5-0c47-423f-94f1-f256877a3154.jpg
2017-10-13 13:14:27,18874,b289947b6f2f66194e5c6a59ae930747941ad1cf,18.010370000000005,-66.5759433333,331.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0196_110f8fc9-5b18-4704-b980-8628e48a798b.jpg
2017-10-13 13:14:29,45033,e991bcdbb5048d7294215f400cf9fc27b9927902,18.0097983333,-66.57465,329.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0197_a05010eb-be0e-423f-9828-4bf5d19fe383.jpg
2017-10-13 13:14:31,36471,53d1f30517573747da1054c1cd61f5793609db56,18.0094133333,-66.57379499999999,327.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0198_c0514854-a908-420a-bfeb-e0117519a3a2.jpg
2017-10-13 13:14:33,15874,6bb8637192339b0858fa59f7c5e2ae392a4467d1,18.009218333300005,-66.5733633333,324.0,http://fema-cap-imagery.s3-website-us-east-1.amazonaws.com/Images/9075/614109/DSC_0199_582a5cbd-cc4c-4d9b-a6ec-b5b2b149fd00.jpg
